rowID,"Q1: From a scale 1 to 5, how complex is it to make this food? (Where 1 is the most simple, and 5 is the most complex)",Q2: How many ingredients would you expect this food item to contain?,Q3: In what setting would you expect this food to be served? Please check all that apply,Q4: How much would you expect to pay for one serving of this food item?,Q5: What movie do you think of when thinking of this food item?,Q6: What drink would you pair with this food item?,"Q7: When you think about this food item, who does it remind you of?",Q8: How much hot sauce would you add to this food item?,Label
517,1,"4 ingredients, dried laver, rice, some sauces (usually 1 sauce), some toppings (usually just 1 kind, sometimes might come to 2 or 3, and as sometimes dried laver is not used, we will give an average of 4 here).","Week day lunch,Weekend lunch,At a party,Late night snack","For a meal of sushi (like dinner), though I never had it at Toronto, I would expect to pay for around 40-50 CAD, and for each piece/plate, depending on the ingredients/number of sushi, it may cost 5-10 normally, and I think this is a fair price.",I might came up with some Japan related movies(like Jiro Dreams of Sushi - this is in fact a documentary)/cartoons(like 一休さん)/TV series (like The Solitary Gourmet).,"I would say some Japanese culture related drinks like their wines (e.g. beer, rice wine, etc.) and tea (green tea more if specifically).","Parents,Friends,Teachers",A moderate amount (medium),Sushi
518,1,4,"Week day dinner,Weekend dinner",$10,Rush hour,Water,Friends,None,Sushi
519,4,"5 for nigiri (rice, water, rice vinegar, wasabi, some sort of protein)","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",$10,The End of Evangelion,Tea,"Parents,Friends",None,Sushi
520,5,5,"Week day dinner,Weekend dinner,At a party",20,Midnight Diner,Barley tea,"Parents,Friends,Teachers",None,Sushi
521,2,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",$20,Spirited Away,Sake,"Siblings,Friends,Strangers",None,Sushi
522,5,2,"Week day dinner,Weekend dinner",18,anime,beer,"Parents,Siblings",None,Sushi
523,2,3,At a party,$16,Crazy Rich Asians ,Water,Strangers,None,Sushi
524,3,6,"Week day lunch,Week day dinner,Weekend dinner,At a party,Late night snack",$10,The Perfect Storm,Iced fruit punch juice,"Parents,Strangers",None,Sushi
525,3,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$1,Anime,Soup,"Parents,Siblings,Friends",None,Sushi
526,4,5 to 7,"Week day dinner,Weekend lunch,Weekend dinner",15 to 20 dollars,The Karate Kid,Water,"Parents,Siblings,Friends",None,Sushi
527,2,2,"Weekend lunch,Weekend dinner",$20,John Wick,Water,Friends,None,Sushi
528,2,3,"Week day lunch,Week day dinner,At a party",$1,Jiro Dreams of Sushi,apple juice,"Parents,Friends,Teachers",None,Sushi
529,5,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",10 dollars,The Pacific,tea,"Friends,Strangers",None,Sushi
530,4,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",8,weathering with you,hot tea,Friends,None,Sushi
531,2,5,"Weekend dinner,Late night snack",10,Kill Bill,coke,Friends,A moderate amount (medium),Sushi
532,5,15,"Week day dinner,Weekend dinner,At a party",$15,Findig Nemo,Green Tea,Strangers,A little (mild),Sushi
533,4,7,"Week day dinner,Weekend dinner,At a party",$15,kill bill,sake,"Siblings,Friends",A moderate amount (medium),Sushi
534,5,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",15,Eternal Sunshine of the Spotless Mind,Hot Tea,"Parents,Friends",None,Sushi
535,4,5,"Week day dinner,Weekend lunch,Weekend dinner,At a party",10,None,juice/wine,"Parents,Friends",A moderate amount (medium),Sushi
536,2,3,"Weekend dinner,At a party",35,Cars 2,Hot tea,"Parents,Siblings,Friends",None,Sushi
537,3,2,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",3,Jiro dreams of Sushi,tea,"Parents,Friends",None,Sushi
538,2,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",$14,My neighbour Totoro,Beer,"Parents,Siblings,Friends",None,Sushi
539,3,2~5 excluding condiments and without variety.,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",$15 or above,N/A (I don't watch a lot of movies),"Tea, uncarbonated soft drink, alcoholic beverage","Siblings,Friends,Teachers",None,Sushi
540,2,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",$2,Johnny English,Water,"Parents,Siblings,Friends",A moderate amount (medium),Sushi
541,3,2 rice and fish. can be 3 with toppings,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack", 6$ ,tokyo drift,Water,"Parents,Siblings,Friends",None,Sushi
542,5,4,"Week day dinner,Weekend dinner,At a party",20,Oldboy,water,"Parents,Siblings",None,Sushi
543,5,8,"Week day dinner,Weekend lunch,Weekend dinner",12,The Proposal,Water,Friends,None,Sushi
544,1,"~3 to 5: sushi rice + dried seaweed + some kind of sashimi is sufficient, but maybe something more as well","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",Maybe for ~CA$10-15 for 10 simple sushis at sushi express restaurants,Spirited Away,tea,Parents,A little (mild),Sushi
545,2,Around 6 key ingredients.,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",15$ for 10pcs.,Rurouni Kenshin.,Sake or green tea.,"Parents,Siblings",None,Sushi
546,5,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",$10,Oldboy,Water,"Siblings,Friends",A little (mild),Sushi
547,5,5,"Week day dinner,Weekend dinner,At a party",30,None,Tea,"Parents,Friends",None,Sushi
548,3,7,"Week day dinner,Weekend dinner",$17,Spirited Away,Green tea,"Friends,Strangers",None,Sushi
549,2,At least 3,"Week day lunch,At a party,Late night snack",At most $15,Nemo,Fish sauce,"Siblings,Friends",A moderate amount (medium),Sushi
550,4,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",12,Gone Girl,Water,"Friends,Strangers",None,Sushi
551,2,3,"Week day dinner,Weekend dinner",15,My Hero Academia,milk,Parents,None,Sushi
552,5,5,"Weekend lunch,Weekend dinner,At a party",7.5,Food Wars!,Green tea,"Friends,Strangers",A moderate amount (medium),Sushi
553,3,4,"Week day dinner,Weekend dinner",3 dollars,Your Name (2016),Cold water,"Parents,Siblings",None,Sushi
554,3,I expect 6 ingredients contained in this food item.,"Week day lunch,Weekend dinner,At a party",I would expect 12 dollars for 1 serving of this food item.,I think of the movie Your Name.,I think Sake pair with this food item. ,"Parents,Siblings,Friends",A moderate amount (medium),Sushi
555,5,4,"Week day dinner,Weekend dinner",$10,Bullet Train,Water,Siblings,None,Sushi
556,2,2 to 3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",Around $25 a meal or $1-3 each serving/piece,Isle of Dogs,Miso Soup,Parents,None,Sushi
557,5,1,"Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$10,"深夜食堂

ナミヤ雑貨店の奇蹟",Miso soup,"Parents,Strangers",None,Sushi
558,3,2,"Week day dinner,Weekend dinner,At a party",$30.00,Liz and the Blue Bird,Green tea,"Parents,Siblings",None,Sushi
559,4,5,"Week day dinner,Weekend dinner,At a party",9,spirited away,tea,"Parents,Siblings",None,Sushi
560,3,It depends on what kind… on average 5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",Around 10 dollars per roll,Spirited Away (2001),Water,"Parents,Friends",None,Sushi
561,5,4,"Week day dinner,Weekend dinner",$11,Frozen,Tea,"Parents,Siblings",None,Sushi
562,4,5,"Week day dinner,Weekend dinner",15$,Seven Samurai,Water,Strangers,None,Sushi
563,3,7,"Week day dinner,Weekend lunch,Weekend dinner",15,Barbie,Water,"Parents,Friends",A little (mild),Sushi
564,5,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",15,Cars 2,Water,"Friends,Strangers",None,Sushi
565,4,2-5,"Week day dinner,Weekend dinner,At a party",$14-$20,The boy and the heron,A beer,"Parents,Friends",A little (mild),Sushi
566,2,4,"Week day dinner,Weekend lunch,Weekend dinner",20,Howl's Moving Castle,green tea,"Parents,Friends",None,Sushi
567,5,7-10,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",15 - 25 CAD,Suits,"I wouldn't pair a drink with sushi

Water probably",Friends,A little (mild),Sushi
568,5,9,At a party,13,Kung Fu Panda,Water,Strangers,None,Sushi
569,2,5,"Week day lunch,Weekend lunch,Weekend dinner",$13,John Wick 4,Green tea,"Parents,Siblings,Friends",None,Sushi
570,4,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$8,The Wolverine,Green tea / ocha,"Parents,Siblings,Friends",A little (mild),Sushi
571,3,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",3 dollars,Finding Nemo,tea,"Parents,Friends",None,Sushi
572,3,5-6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",8-12$ per tray,no movie,tea,"Parents,Friends",None,Sushi
573,4,5,"Week day dinner,Weekend lunch,Weekend dinner",7,The Wolverine,Sake,"Friends,Teachers",None,Sushi
574,3,3,"Week day dinner,Weekend dinner",6 cad,Jiro Dreams of Sushi,Miso soup,"Siblings,Friends",None,Sushi
575,4,3,"Week day lunch,Week day dinner,Weekend dinner",12,Isle of Dogs,Tea,"Parents,Friends",None,Sushi
576,3,7,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",12,None,Tea,"Parents,Friends",A little (mild),Sushi
577,1,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",15,Ghibli movies,"Green tea

Water","Parents,Siblings,Friends",None,Sushi
578,4,10,At a party,9 dollars,spiderman,orange juice,Strangers,None,Sushi
579,3,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",$5,Your Name,Matcha,Friends,None,Sushi
580,2,3,"Week day lunch,Weekend dinner",$2,Bladerunner,Water,Strangers,None,Sushi
581,4,Around 6-7 ingredients for a sushi roll with 3-4 simple ingredients. ,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack","In Toronto, around $12-15 for a single combo of sushi.",A Silent Voice (2016),Water,Friends,None,Sushi
582,2,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",5,Everything Everywhere All At Once,Water,"Parents,Friends",None,Sushi
583,5,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",15,Monsters Inc.,None,Strangers,None,Sushi
584,4,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$1,Isle of Dogs,Tea,"Parents,Siblings",A little (mild),Sushi
585,5,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",$15,Monsters Inc.,Water,"Parents,Teachers",A little (mild),Sushi
586,4,2,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",3 dollars,jiro dreams of sushi,sake,"Parents,Siblings,Friends",A little (mild),Sushi
587,5,8,"Week day lunch,Week day dinner",20,Jiro Dreams of Sush,Green Tea,Friends,None,Sushi
588,5,"1. Rice

2. Fish","Week day dinner,Weekend lunch,Weekend dinner",$15,Jiro Dreams of Sushi,Hot or Iced Tea,"Parents,Siblings,Friends",None,Sushi
589,5,5,"Week day dinner,Weekend dinner",$15,Parasite,Water ,Friends,None,Sushi
590,5,5,"Week day dinner,Weekend dinner,At a party",$20,Finding Nemo,Wine,"Parents,Friends",None,Sushi
591,3,"Not very many, but it depends. Around 4.","Week day dinner,Weekend dinner","Depends on how many pieces are in a serving, but this food item is expensive.",I don't think of a movie when thinking of this food item,Sake!,"Parents,Friends",None,Sushi
592,3,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10,doraemon,ocha,"Parents,Siblings",A little (mild),Sushi
593,3,5-10,Weekend dinner,80 dollars,Jiro Dreams of Sushi,juice,Friends,None,Sushi
594,4,4,"Week day lunch,Weekend lunch,Weekend dinner",10 dollars,Finding Nemo,Green Tea,Strangers,A little (mild),Sushi
595,2,"2, or 3+","Weekend lunch,Weekend dinner",$5,Tokyo Story (1953),Green tea,Strangers,None,Sushi
596,3,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",20,Parasite,Water,"Parents,Siblings,Friends",None,Sushi
597,4,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$11.00,Inception,Water,Friends,A moderate amount (medium),Sushi
598,4,"I would expect it to have:

* Seawead

* Rice

* Cucumbers

* Salmon

* Avacado

* Possibly some sweet sauces","Week day dinner,Weekend dinner,Late night snack",I would expect to pay about $9 per serving. This is based on how much I usually have to pay.,"I would associate it with movie series like ""Pleasant Goat and Big Big Wolf"", as that was one of the childhood shows I watched, from the time when we could sometimes go and eat out as a family.","I would pair this item with water. It is usually not dry or dehydrating so I don't usually drink much with it, but water is more than enough.","Parents,Siblings",None,Sushi
599,4,4,"Week day dinner,Weekend lunch,Weekend dinner,At a party",20,The Karate Kid,Wine,"Parents,Friends,Strangers",A little (mild),Sushi
600,4,20,At a party,$13,none,water,Strangers,A moderate amount (medium),Sushi
601,2,"5

 ","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",12,Your Name,Green tea ,"Siblings,Friends",None,Sushi
602,4,5,"Week day dinner,Weekend lunch,Weekend dinner",10 CAD,Wolf of Wall Street,Wine,"Parents,Friends",A little (mild),Sushi
603,2,3 to 6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",$8 to $20,Spirited Away (or any Japanese movie in general),Tea,"Parents,Friends",A lot (hot),Sushi
604,3,Around 3-6 ingredients,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",Around 8-15 dollars for one serving,Wolverine,Tea,"Siblings,Friends",None,Sushi
605,1,2,Week day dinner,9,Jiro Dreams of Sushi,Calpis,Parents,None,Sushi
606,5,4,Weekend dinner,$20,Romance movie,Water,"Parents,Friends",None,Sushi
607,4,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",35,Food wars,Tea,"Parents,Siblings,Friends",None,Sushi
608,3,4,"Week day lunch,Weekend lunch,Weekend dinner,At a party",15,None,Water,"Parents,Siblings,Friends",A moderate amount (medium),Sushi
609,4,Maybe 3 to 4 ingredients. ,"Weekend lunch,Weekend dinner",Somewhere in the late 20's or early 30's. Maybe 28 bucks. ,Some Japanese movie or some action movie. ,Maybe some cocktail like Gin Martini. ,Parents,None,Sushi
610,4,4-6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",$10-$50,Jiro Dreams of Sushi,Green tea or water,"Parents,Siblings,Friends",None,Sushi
611,4,5,"Week day dinner,Weekend dinner,At a party",20,Wolf of Wallstreet,Coke Zero,Friends,A moderate amount (medium),Sushi
612,2,4,Week day lunch,9,Godzilla,no drink,Strangers,None,Sushi
613,5,5-6,"Week day dinner,Weekend lunch,Weekend dinner",$8-12,Johnny English,Sake,"Siblings,Friends",None,Sushi
614,3,3,Weekend dinner,12 dollars,Fast and Furious: Tokyo Drift,Tea,Parents,None,Sushi
615,5,4,"Week day dinner,Weekend lunch,Weekend dinner,At a party",11,Karate Kid,Water,"Friends,Strangers",A little (mild),Sushi
616,2,3,"Week day dinner,Weekend dinner,At a party",$16,Scary Movie 4 (2006),Water,"Parents,Siblings,Friends",None,Sushi
617,4,4,"Week day dinner,Weekend dinner",10,Finding Nemo,Beer,"Parents,Siblings",None,Sushi
618,1,3,"Week day dinner,Weekend dinner,At a party,Late night snack",2,Jiro dreams of sushi,Water,"Parents,Friends,Strangers",None,Sushi
619,4,Minimum 3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",Between $6 and $12,Monster house,Water,"Friends,Strangers",A little (mild),Sushi
620,4,"high quality raw fish, rice, vinegar, seaweed, sesame","Week day dinner,Weekend lunch,Weekend dinner,At a party",$20,the big short,sake,"Parents,Siblings,Friends",None,Sushi
621,4,7,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",14,kill bill ,water,Siblings,None,Sushi
622,3,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",$12,The Little Mermaid,Miso soup,"Parents,Friends",None,Sushi
623,4,3,"Weekend dinner,At a party",25 CAD,Lost in Translation,Water,"Siblings,Strangers",None,Sushi
624,3,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",15,Recep Ivedik 2,Sake,"Parents,Siblings",None,Sushi
625,2,4,"Week day lunch,Weekend lunch",$4,Pirates of the Carribeans,Matcha,"Siblings,Friends",None,Sushi
626,3,"I would say the number of ingredients varies largely based on the complexity of one's order. However, if I had to generalize, I would say about 5 ingredients.","Week day dinner,Weekend dinner",I would expect to pay upwards of $12 for one serving of this food item. ,The movie that comes to mind for this food item is the Big Short. There is one scene that is very vivid and eye-opening conversations when it comes to the fault of hedge funds during the 2008 crisis that was discussed over this food item.,I would pair water with lemon with this food item since it is usually eaten at a sit down.,"Parents,Siblings,Friends",A little (mild),Sushi
627,4,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",20,Crazy Rich Asians,Water,"Parents,Siblings,Friends",None,Sushi
628,4,"The simplest sushi would contain 3 ingredients: rice, seaweed, and fish. But maybe a sushi that is more complex would have avocado, tofu, cucumber, crab. So anywhere from 3-7+ ingredients. ","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","Sushi is a bit pricy sometimes depending on the seafood, so maybe around $12-17. ","I watched the harry potter series with my friends while eating sushi, so I associate sushi with harry potter.",I would eat sushi with some bubble tea!,Friends,None,Sushi
629,3,5,"Weekend lunch,Weekend dinner",$15,"Jiro Dreams of Sushi, East Side Sushi, Finding Nemo",Tea,Friends,A moderate amount (medium),Sushi
630,3,3,"Week day dinner,Weekend dinner,At a party",30,Jiro Dreams of Sushi,tea,Friends,None,Sushi
631,5,8,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",20,Spirited Away,Green tea,Parents,None,Sushi
632,4,9,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",25$,"Any japanese movie, and animes ",Bubble Tea,"Parents,Siblings,Friends",None,Sushi
633,4,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",15,"Monsters, Inc.",Juice,Parents,None,Sushi
634,3,5,"Week day dinner,Weekend dinner,At a party",$10,Kill Bill,Lemon Water,"Parents,Friends",None,Sushi
635,4,4,"Week day dinner,Weekend lunch,Weekend dinner",10,cloudy with a chance of meatballs,hot green tea,"Parents,Friends",None,Sushi
